может мо́‧жет
тянуть тя‧ну́ть
трудные тру́д‧ный
трудностями тру́д‧ность
труба тру‧ба́
трения тре́‧ни·е
требовало тре́‧бо‧вать
требовал тре́‧бо‧вать
транспортной тра́нс‧порт‧ный
тонкости то́н‧кость
тонкая то́н‧кий
тогдашний то‧гда́ш‧ний
техническом тех‧ни́‧чес‧кий
терпеть тер‧пе́ть
термины те́р‧мин
твердый твёр‧дый
строительных стро‧и́‧тель‧ный
стремился стре‧ми́ть‧ся
страхования стра‧хо‧ва́‧ни·е
страдания стра‧да́‧ни·е
сторонам сто‧ро‧на́
столичных сто‧ли́ч‧ный
столичного сто‧ли́ч‧ный
стоил сто́‧ить
старая ста́‧рый
стандартные стан‧да́рт‧ный
сталкивались ста́л‧ки‧вать‧ся
спросили спро‧си́ть
спрашивал спра́‧ши‧вать
справедливо спра‧вед‧ли́‧во
способной спо‧со́б‧ный
способного спо‧со́б‧ный
специализированные спе‧ци‧а‧ли‧зи́‧ро‧ван‧ный
спасения спа‧се́‧ни·е
спасению спа‧се́‧ни·е
сочинения со‧чи‧не́‧ни·е
сочетание со‧че‧та́‧ни·е
социальному со‧ци‧а́ль‧ный
состоящий сос‧то‧я́‧щий
состоять со‧сто‧я́ть
составляющая со‧став‧ля́‧ю‧ща·я
сообщить со‧об‧щи́ть
созданная со́‧здан‧ный
совокупности со‧во‧ку́п‧ность
совесть со́‧весть
событиях со‧бы́‧ти·е
событиями со‧бы́‧ти·е
собранию со‧бра́‧ни·е
собрала со‧бра́ть
собираться со‧би‧ра́‧ться
снятия сня́‧ти‧е
снабжения снаб‧же́‧ни·е
смешно смеш‧но́
случаю слу́‧чай
случайным слу‧ча́й‧ный
сложным сло́ж‧ный
сложную сло́ж‧ный
сложного сло́ж‧ный
слабым сла́‧бый
слабые сла́‧бый
слабой сла́‧бый
скромные скро́м‧ный
склонен скло́н‧ный
сказанное ска́‧зан‧ный
село се‧ло́
северный се́‧вер‧ный
свечение све‧че́‧ни·е
светлое све́т‧лый
ручки ру́ч‧ка
русло ру́‧сло
рождении рож‧де́‧ни·е
рисковать рис‧ко‧ва́ть
решались ре‧ша́ть‧ся
ресторан рес‧то‧ра́н
республика рес‧пу́б‧ли‧ка
реконструкцию ре‧кон‧стру́к‧ци·я
реке ре‧ка́
резолюции ре‧зо‧лю́‧ци·я
редкость ре́д‧кость
регламент рег‧ла́‧мент
реальными ре‧а́ль‧ный
реализовывать ре‧а‧ли‧зо́‧вы‧вать
расширение рас‧ши‧ре́‧ни·е
расстрела рас‧стре́л
распределении рас‧пре‧де‧ле́‧ни·е
расположенного рас‧по‧ло́‧жен‧ный
раскол рас‧ко́л
разы ра‧зы́
разнообразие раз‧но‧об‧ра́‧зи·е
размещения раз‧ме‧ще́‧ни·е
разложения раз‧ло‧же́‧ни·е
рады ра́‧ды
радикальные ра‧ди‧ка́ль‧ный
пустить пус‧ти́ть
пускать пус‧ка́ть
публикаций пу‧бли‧ка́‧ци·я
прямым пря‧мы́м
проявляют про‧яв‧ля́ть
прошлым про́‧шлый
прошедших про‧ше́д‧ший
прочности про́ч‧ность
противостоять про‧ти‧во‧сто‧я́ть
просьбе про́сь‧ба
проректор про‧ре́к‧тор
произвола про‧из‧во́л
произвели про‧из‧ве‧сти́
продолжала про‧дол‧жа́ть
продемонстрировать про‧де‧мон‧стри́‧ро‧вать
программам про‧гра́м‧ма
прогнозировать прог‧но‧зи́‧ро‧вать
приходить при‧хо‧ди́ть
приходила при‧хо‧ди́ть
приходил при‧хо‧ди́ть
приступить при‧сту‧пи́ть
присоединения при‧со‧е‧ди‧не́‧ни·е
прикладной при‧клад‧но́й
призывом при‧зы́в
призывает при‧зы‧ва́ть
привычной при‧вы́ч‧ный
привет при‧ве́т
прежний пре́ж‧ний
предусмотрены пре‧ду‧смо́‧трен‧ный
предупреждение пре‧ду‧преж‧де́‧ни·е
предсказания пред‧ска‧за́‧ни·е
предпринимательства пред‧при‧ни‧ма́‧тель‧ство
предположения пред‧по‧ло‧же́‧ни·е
превышать пре‧вы‧ша́ть
правые пра́‧вый
правого пра́‧вый
правительственной пра‧ви́‧тель‧ствен‧ный
правильное пра́‧виль‧ный
почувствовали по‧чу́вс‧тво‧вать
поход по‧хо́д
потрясений по‧тря‧се́‧ни·е
потребует по‧тре́‧бо‧вать
поступлений по‧ступ‧ле́‧ни·е
поступила по‧сту‧пи́ть
посольство по‧со́ль‧ство
пособий по‧со́‧би·е
последовательности по‧сле́‧до‧ва‧тель‧ность
